hts8,brief_description,quantity_1_code,quantity_2_code,wto_binding_code,mfn_text_rate,mfn_rate_type_code,mfn_ave,mfn_ad_val_rate,mfn_specific_rate,mfn_other_rate,col1_special_text,col1_special_mod,gsp_indicator,gsp_ctry_excluded,apta_indicator,civil_air_indicator,nafta_canada_ind,nafta_mexico_ind,mexico_rate_type_code,mexico_ad_val_rate,mexico_specific_rate,cbi_indicator,cbi_ad_val_rate,cbi_specific_rate,agoa_indicator,cbtpa_indicator,cbtpa_rate_type_code,cbtpa_ad_val_rate,cbtpa_specific_rate,israel_fta_indicator,atpa_indicator,atpa_ad_val_rate,atpa_specific_rate,atpdea_indicator,jordan_indicator,jordan_rate_type_code,jordan_ad_val_rate,jordan_specific_rate,jordan_other_rate,singapore_indicator,singapore_rate_type_code,singapore_ad_val_rate,singapore_specific_rate,singapore_other_rate,chile_indicator,chile_rate_type_code,chile_ad_val_rate,chile_specific_rate,chile_other_rate,morocco_indicator,morocco_rate_type_code,morocco_ad_val_rate,morocco_specific_rate,morocco_other_rate,australia_indicator,australia_rate_type_code,australia_ad_val_rate,australia_specific_rate,australia_other_rate,bahrain_indicator,bahrain_rate_type_code,bahrain_ad_val_rate,bahrain_specific_rate,bahrain_other_rate,dr_cafta_indicator,dr_cafta_rate_type_code,dr_cafta_ad_val_rate,dr_cafta_specific_rate,dr_cafta_other_rate,dr_cafta_plus_indicator,dr_cafta_plus_rate_type_code,dr_cafta_plus_ad_val_rate,dr_cafta_plus_specific_rate,dr_cafta_plus_other_rate,oman_indicator,oman_rate_type_code,oman_ad_val_rate,oman_specific_rate,oman_other_rate,peru_indicator,peru_rate_type_code,peru_ad_val_rate,peru_specific_rate,peru_other_rate,pharmaceutical_ind,dyes_indicator,col2_text_rate,col2_rate_type_code,col2_ad_val_rate,col2_specific_rate,col2_other_rate,begin_effect_date,end_effective_date,footnote_comment,additional_duty,korea_indicator,korea_rate_type_code,korea_ad_val_rate,korea_specific_rate,korea_other_rate,colombia_indicator,colombia_rate_type_code,colombia_ad_val_rate,colombia_specific_rate,colombia_other_rate,panama_indicator,panama_rate_type_code,panama_ad_val_rate,panama_specific_rate,panama_other_rate,nepal_indicator,japan_indicator,japan_rate_type_code,japan_ad_val_rate,japan_specific_rate,japan_other_rate,usmca_indicator,usmca_rate_type_code,usmca_ad_val_rate,usmca_specific_rate,usmca_other_rate
70198010,Insulation products of glass wool,NA,NA,B,4.90%,7,,0.049,0,0,"Free (A,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",,A,,B,,CA,MX,0,0,0,E,0,0,D,,,,,IL,,,,,JO,0,0,0,0,SG,0,0,0,0,CL,0,0,0,0,MA,0,0,0,0,AU,0,0,0,0,BH,0,0,0,0,P,0,0,0,0,,,,,,OM,0,0,0,0,PE,0,0,0,0,,,50%,7,0.5,0,0,1/27/2022,12/31/2050,,,KR,0,0,0,0,CO,0,0,0,0,PA,0,0,0,0,,,,,,,S,0,0,0,0
70198090,"Glass wool and other articles of glass wool, other than insulation products",M2,KG,B,4.30%,7,,0.043,0,0,"Free (A*,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",,A*,TH,B,,CA,MX,0,0,0,E,0,0,D,,,,,IL,,,,,JO,0,0,0,0,SG,0,0,0,0,CL,0,0,0,0,MA,0,0,0,0,AU,0,0,0,0,BH,0,0,0,0,P,0,0,0,0,,,,,,OM,0,0,0,0,PE,0,0,0,0,,,50%,7,0.5,0,0,1/27/2022,12/31/2050,,,KR,0,0,0,0,CO,0,0,0,0,PA,0,0,0,0,,,,,,,S,0,0,0,0
70199011,"Other glass fibers and articles thereof, woven, nesoi",M2,KG,B,4.80%,7,,0.048,0,0,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",,A+,,,,CA,MX,0,0,0,E,0,0,D,,,,,IL,,,,,JO,0,0,0,0,SG,0,0,0,0,CL,0,0,0,0,MA,0,0,0,0,AU,0,0,0,0,BH,0,0,0,0,P,0,0,0,0,,,,,,OM,0,0,0,0,PE,0,0,0,0,,,60%,7,0.6,0,0,1/27/2022,12/31/2050,,,KR,0,0,0,0,CO,0,0,0,0,PA,0,0,0,0,,,,,,,S,0,0,0,0
70199051,"Other glass fibers and articles thereof, not woven, nesoi",M2,KG,B,4.30%,7,,0.043,0,0,"Free (A*,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",,A*,TH,B,,CA,MX,0,0,0,E,0,0,D,,,,,IL,,,,,JO,0,0,0,0,SG,0,0,0,0,CL,0,0,0,0,MA,0,0,0,0,AU,0,0,0,0,BH,0,0,0,0,P,0,0,0,0,,,,,,OM,0,0,0,0,PE,0,0,0,0,,,50%,7,0.5,0,0,1/27/2022,12/31/2050,,,KR,0,0,0,0,CO,0,0,0,0,PA,0,0,0,0,,,,,,,S,0,0,0,0
70200030,"Quartz reactor tubes and holders designed for insertion into diffusion and oxidation furnaces for semiconductor wafer production, nesoi",NO,,B,Free,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55%,7,0.55,0,0,1/1/2000,12/31/2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70200040,Glass inners for vacuum flasks or for other vacuum vessels,NO,,B,6.60%,7,,0.066,0,0,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",,A,,,,CA,MX,0,0,0,E,0,0,D,,,,,IL,,,,,JO,0,0,0,0,SG,0,0,0,0,CL,0,0,0,0,MA,0,0,0,0,AU,0,0,0,0,BH,0,0,0,0,P,0,0,0,0,,,,,,OM,0,0,0,0,PE,0,0,0,0,,,37.5 cents each + 45%,4,0.45,0.375,0,7/1/2020,12/31/2050,,,KR,0,0,0,0,CO,0,0,0,0,PA,0,0,0,0,,,,,,,S,0,0,0,0
70200060,"Articles of glass, not elsewhere specified or included",NO,,B,5%,7,,0.05,0,0,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",,A,,,,CA,MX,0,0,0,E,0,0,D,,,,,IL,,,,,JO,0,0,0,0,SG,0,0,0,0,CL,0,0,0,0,MA,0,0,0,0,AU,0,0,0,0,BH,0,0,0,0,P,0,0,0,0,,,,,,OM,0,0,0,0,PE,0,0,0,0,,,55%,7,0.55,0,0,7/1/2020,12/31/2050,,,KR,0,0,0,0,CO,0,0,0,0,PA,0,0,0,0,,,,,,,S,0,0,0,0
71011030,"Natural pearls, graded and temporarily strung for convenence of transport",G,,B,Free,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10%,7,0.1,0,0,1/1/1996,12/31/2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71011060,"Natural pearls, not strung, mounted or set",G,,B,Free,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10%,7,0.1,0,0,1/1/1996,12/31/2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71012100,"Cultured pearls, unworked",G,,B,Free,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10%,7,0.1,0,0,1/1/1999,12/31/2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71012230,"Cultured pearls, worked, graded and temporarily strung for convenience of transport",G,,B,Free,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10%,7,0.1,0,0,1/1/1999,12/31/2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71012260,"Cultured pearls, worked, not strung, mounted or set",G,,B,Free,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10%,7,0.1,0,0,1/1/1999,12/31/2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71021000,"Diamonds, unsorted, whether or not worked",CAR,,B,Free,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free,0,0,0,0,1/1/1989,12/31/2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71022110,"Miners' diamonds, unworked or simply sawn, cleaved or bruted",CAR,,B,Free,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free,0,0,0,0,1/1/1989,12/31/2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71022130,"Industrial diamonds (other than miners' diamonds), simply sawn, cleaved or bruted",CAR,,B,Free,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30%,7,0.3,0,0,1/1/1999,12/31/2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71022140,"Industrial diamonds (other than miners' diamonds), unworked",CAR,,B,Free,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free,0,0,0,0,1/1/1989,12/31/2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71022900,"Industrial diamonds, worked, but not mounted or set",CAR,,B,Free,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free,0,0,0,0,1/1/1989,12/31/2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71023100,"Nonindustrial diamonds, unworked or simply sawn, cleaved or bruted",CAR,,B,Free,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free,0,0,0,0,1/1/1989,12/31/2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71023900,"Nonindustrial diamonds, worked, but not mounted or set",CAR,,B,Free,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10%,7,0.1,0,0,1/1/1989,12/31/2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71031020,"Precious stones (o/than diamonds) & semiprecious stones, unworked",CAR,,B,Free,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free,0,0,0,0,1/1/1989,12/31/2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71031040,"Precious stones (o/than diamonds) & semiprecious stones, simply sawn or roughly shaped",CAR,,B,10.50%,7,,0.105,0,0,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",,A,,,,CA,MX,0,0,0,E,0,0,D,,,,,IL,,,,,JO,0,0,0,0,SG,0,0,0,0,CL,0,0,0,0,MA,0,0,0,0,AU,0,0,0,0,BH,0,0,0,0,P,0,0,0,0,,,,,,OM,0,0,0,0,PE,0,0,0,0,,,50%,7,0.5,0,0,1/1/2021,12/31/2050,,,KR,0,0,0,0,CO,0,0,0,0,PA,0,0,0,0,,,,,,,S,0,0,0,0
71039100,"Rubies, sapphires and emeralds, worked, whether or not graded, but n/strung (ex. ungraded temporarily strung), mounted or set",CAR,,B,Free,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10%,7,0.1,0,0,1/1/1989,12/31/2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71039910,"Precious or semiprecious stones, nesoi, cut but not set and suitable for use in the manufacture of jewelry",CAR,,B,Free,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10%,7,0.1,0,0,1/1/1999,12/31/2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71039950,"Precious or semiprecious stones, nesoi, worked, whether or not graded, but n/strung (ex. ungraded temporarily strung), mtd. or set",CAR,,B,10.50%,7,,0.105,0,0,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",,A*,TH,,,CA,MX,0,0,0,E,0,0,D,,,,,IL,,,,,JO,0,0,0,0,SG,0,0,0,0,CL,0,0,0,0,MA,0,0,0,0,AU,0,0,0,0,BH,0,0,0,0,P,0,0,0,0,,,,,,OM,0,0,0,0,PE,0,0,0,0,,,50%,7,0.5,0,0,1/1/2021,12/31/2050,,,KR,0,0,0,0,CO,0,0,0,0,PA,0,0,0,0,,,,,,,S,0,0,0,0
71041000,Piezo-electric quartz,KG,,B,3%,7,,0.03,0,0,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",,A,,,,CA,MX,0,0,0,E,0,0,D,,,,,IL,,,,,JO,0,0,0,0,SG,0,0,0,0,CL,0,0,0,0,MA,0,0,0,0,AU,0,0,0,0,BH,0,0,0,0,P,0,0,0,0,,,,,,OM,0,0,0,0,PE,0,0,0,0,,,50%,7,0.5,0,0,7/1/2020,12/31/2050,,,KR,0,0,0,0,CO,0,0,0,0,PA,0,0,0,0,,,,,,,S,0,0,0,0
71042100,"Synthetic or reconstructed diamonds, unworked or simply sawn or roughly shaped",G,,B,3%,7,,0.03,0,0,"Free (A+,AU,BH,CL,CO,D,E,IL, JO,KR,MA, OM,P,PA,PE,S,SG)",,A+,,,,CA,MX,0,0,0,E,0,0,D,,,,,IL,,,,,JO,0,0,0,0,SG,0,0,0,0,CL,0,0,0,0,MA,0,0,0,0,AU,0,0,0,0,BH,0,0,0,0,P,0,0,0,0,,,,,,OM,0,0,0,0,PE,0,0,0,0,,,30%,7,0.3,0,0,1/27/2022,12/31/2050,,,KR,0,0,0,0,CO,0,0,0,0,PA,0,0,0,0,,,,,,,S,0,0,0,0
71042900,"Synthetic or reconstructed precious or semiprecious stones other than diamonds, unworked or simply sawn or roughly shaped",G,,B,3%,7,,0.03,0,0,"Free (A+,AU,BH,CL,CO,D,E,IL, JO,KR,MA, OM,P,PA,PE,S,SG)",,A+,,,,CA,MX,0,0,0,E,0,0,D,,,,,IL,,,,,JO,0,0,0,0,SG,0,0,0,0,CL,0,0,0,0,MA,0,0,0,0,AU,0,0,0,0,BH,0,0,0,0,P,0,0,0,0,,,,,,OM,0,0,0,0,PE,0,0,0,0,,,30%,7,0.3,0,0,1/27/2022,12/31/2050,,,KR,0,0,0,0,CO,0,0,0,0,PA,0,0,0,0,,,,,,,S,0,0,0,0
71049110,"Synthetic or reconstructed diamonds, cut but not set & suitable for use in the manufacture of jewelry",NO,,B,Free,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10%,7,0.1,0,0,1/27/2022,12/31/2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71049150,"Synthetic or reconstructed diamonds, not yet suitable for use in the manufacture of jewelry, nesoi",G,,B,6.40%,7,,0.064,0,0,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",,A,,,,CA,MX,0,0,0,E,0,0,D,,,,,IL,,,,,JO,0,0,0,0,SG,0,0,0,0,CL,0,0,0,0,MA,0,0,0,0,AU,0,0,0,0,BH,0,0,0,0,P,0,0,0,0,,,,,,OM,0,0,0,0,PE,0,0,0,0,,,50%,7,0.5,0,0,1/27/2022,12/31/2050,,,KR,0,0,0,0,CO,0,0,0,0,PA,0,0,0,0,,,,,,,S,0,0,0,0
71049910,"Synthetic or reconstructed precious or semiprecious stones, other than diamonds, cut but not set & suitable for use in the manufacture of jewelry",NO,,B,Free,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10%,7,0.1,0,0,1/27/2022,12/31/2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71049950,"Synthetic or reconstructed precious or semiprecious stones, o/t diamonds, not yet suitable for use in the manufacture of jewelry, nesoi",G,,B,6.40%,7,,0.064,0,0,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",,A,,,,CA,MX,0,0,0,E,0,0,D,,,,,IL,,,,,JO,0,0,0,0,SG,0,0,0,0,CL,0,0,0,0,MA,0,0,0,0,AU,0,0,0,0,BH,0,0,0,0,P,0,0,0,0,,,,,,OM,0,0,0,0,PE,0,0,0,0,,,50%,7,0.5,0,0,1/27/2022,12/31/2050,,,KR,0,0,0,0,CO,0,0,0,0,PA,0,0,0,0,,,,,,,S,0,0,0,0
71051000,Diamond dust and powder,CAR,,B,Free,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free,0,0,0,0,1/1/1989,12/31/2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71059000,Natural or synthetic precious (except diamond) or semiprecious stone dust and powder,KG,,B,Free,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2 cents/kg,1,0,0.022,0,1/1/1999,12/31/2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71061000,Silver powder,GM,,B,Free,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free,0,0,0,0,1/1/1989,12/31/2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71069110,Silver bullion and dore,CGM,,B,Free,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free,0,0,0,0,1/1/1989,12/31/2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71069150,"Silver, unwrought (o/than bullion and dore)",GM,,B,3%,7,,0.03,0,0,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",,A,,,,CA,MX,0,0,0,E,0,0,D,,,,,IL,,,,,JO,0,0,0,0,SG,0,0,0,0,CL,0,0,0,0,MA,0,0,0,0,AU,0,0,0,0,BH,0,0,0,0,P,0,0,0,0,,,,,,OM,0,0,0,0,PE,0,0,0,0,,,65%,7,0.65,0,0,7/1/2020,12/31/2050,,,KR,0,0,0,0,CO,0,0,0,0,PA,0,0,0,0,,,,,,,S,0,0,0,0
71069210,"Silver (incl. silver plate w gold/platinum),semimanufacture,rectangular/near rectangular shape,99.5% or > pure,marked only by wgt/identity",GM,,B,Free,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free,0,0,0,0,10/26/1996,12/31/2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71069250,"Silver (including silver plated with gold or platinum), in semimanufactured form, nesoi",GM,,B,3%,7,,0.03,0,0,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",,A*,BR,,,CA,MX,0,0,0,E,0,0,D,,,,,IL,,,,,JO,0,0,0,0,SG,0,0,0,0,CL,0,0,0,0,MA,0,0,0,0,AU,0,0,0,0,BH,0,0,0,0,P,0,0,0,0,,,,,,OM,0,0,0,0,PE,0,0,0,0,,,65%,7,0.65,0,0,7/1/2020,12/31/2050,,,KR,0,0,0,0,CO,0,0,0,0,PA,0,0,0,0,,,,,,,S,0,0,0,0
71070000,"Base metals clad with silver, not further worked than semimanufactured",GM,,B,3.30%,7,,0.033,0,0,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",,A,,,,CA,MX,0,0,0,E,0,0,D,,,,,IL,,,,,JO,0,0,0,0,SG,0,0,0,0,CL,0,0,0,0,MA,0,0,0,0,AU,0,0,0,0,BH,0,0,0,0,P,0,0,0,0,,,,,,OM,0,0,0,0,PE,0,0,0,0,,,30%,7,0.3,0,0,7/1/2020,12/31/2050,,,KR,0,0,0,0,CO,0,0,0,0,PA,0,0,0,0,,,,,,,S,0,0,0,0
71081100,Gold powder,GM,,B,Free,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free,0,0,0,0,1/1/1989,12/31/2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71081210,"Gold, nonmonetary, bullion and dore",CGM,,B,Free,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free,0,0,0,0,1/1/1989,12/31/2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71081250,"Gold, nonmonetary, unwrought (o/than gold bullion and dore)",CGM,,B,4.10%,7,,0.041,0,0,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",,A,,,,CA,MX,0,0,0,E,0,0,D,,,,,IL,,,,,JO,0,0,0,0,SG,0,0,0,0,CL,0,0,0,0,MA,0,0,0,0,AU,0,0,0,0,BH,0,0,0,0,P,0,0,0,0,,,,,,OM,0,0,0,0,PE,0,0,0,0,,,65%,7,0.65,0,0,7/1/2020,12/31/2050,,,KR,0,0,0,0,CO,0,0,0,0,PA,0,0,0,0,,,,,,,S,0,0,0,0
71081310,Gold leaf,CM2,CGM,B,Free,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8%,7,0.08,0,0,1/1/1999,12/31/2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71081355,"Gold (incl. gold plated w platinum),not money,semimanufacture,rectangle/near rectangular shape,99.5% or > pure,marked only by wgt/identity",GM,,B,Free,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free,0,0,0,0,10/26/1996,12/31/2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71081370,"Gold (including gold plated with platinum), nonmonetary, in semimanufactured forms (except gold leaf), nesoi",GM,,B,4.10%,7,,0.041,0,0,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",,A,,,,CA,MX,0,0,0,E,0,0,D,,,,,IL,,,,,JO,0,0,0,0,SG,0,0,0,0,CL,0,0,0,0,MA,0,0,0,0,AU,0,0,0,0,BH,0,0,0,0,P,0,0,0,0,,,,,,OM,0,0,0,0,PE,0,0,0,0,,,65%,7,0.65,0,0,7/1/2020,12/31/2050,,,KR,0,0,0,0,CO,0,0,0,0,PA,0,0,0,0,,,,,,,S,0,0,0,0
71082000,"Gold, monetary, in unwrought, semimanufactured or powder form",GM,,B,Free,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free,0,0,0,0,1/1/1989,12/31/2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71090000,"Base metals or silver clad with gold, but not further worked than semimanufactured",GM,,B,6%,7,,0.06,0,0,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",,A,,,,CA,MX,0,0,0,E,0,0,D,,,,,IL,,,,,JO,0,0,0,0,SG,0,0,0,0,CL,0,0,0,0,MA,0,0,0,0,AU,0,0,0,0,BH,0,0,0,0,P,0,0,0,0,,,,,,OM,0,0,0,0,PE,0,0,0,0,,,65%,7,0.65,0,0,7/1/2020,12/31/2050,,,KR,0,0,0,0,CO,0,0,0,0,PA,0,0,0,0,,,,,,,S,0,0,0,0
71101100,"Platinum, unwrought or in powder form",CGM,,B,Free,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free,0,0,0,0,1/1/1989,12/31/2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71101900,"Platinum, in semimanufactured forms",CGM,,B,Free,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free,0,0,0,0,1/1/1989,12/31/2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71102100,"Palladium, unwrought or in powder form",CGM,,B,Free,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free,0,0,0,0,1/1/1989,12/31/2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71102900,"Palladium, in semimanufactured forms",CGM,,B,Free,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free,0,0,0,0,1/1/1989,12/31/2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71103100,"Rhodium, unwrought or in powder form",CGM,,B,Free,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free,0,0,0,0,1/1/1989,12/31/2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71103900,"Rhodium, in semimanufactured forms",CGM,,B,Free,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free,0,0,0,0,1/1/1989,12/31/2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71104100,"Iridium, osmium and ruthenium, unwrought or in powder form",NA,,B,Free,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free,0,0,0,0,1/1/1989,12/31/2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71104900,"Iridium, osmium and ruthenium, in semimanufactured forms",NA,,B,Free,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free,0,0,0,0,1/1/1989,12/31/2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,
