hts8,brief_description,quantity_1_code,quantity_2_code,wto_binding_code,mfn_text_rate,mfn_rate_type_code,mfn_ave,mfn_ad_val_rate,mfn_specific_rate,mfn_other_rate,col1_special_text,col1_special_mod,gsp_indicator,gsp_ctry_excluded,apta_indicator,civil_air_indicator,nafta_canada_ind,nafta_mexico_ind,mexico_rate_type_code,mexico_ad_val_rate,mexico_specific_rate,cbi_indicator,cbi_ad_val_rate,cbi_specific_rate,agoa_indicator,cbtpa_indicator,cbtpa_rate_type_code,cbtpa_ad_val_rate,cbtpa_specific_rate,israel_fta_indicator,atpa_indicator,atpa_ad_val_rate,atpa_specific_rate,atpdea_indicator,jordan_indicator,jordan_rate_type_code,jordan_ad_val_rate,jordan_specific_rate,jordan_other_rate,singapore_indicator,singapore_rate_type_code,singapore_ad_val_rate,singapore_specific_rate,singapore_other_rate,chile_indicator,chile_rate_type_code,chile_ad_val_rate,chile_specific_rate,chile_other_rate,morocco_indicator,morocco_rate_type_code,morocco_ad_val_rate,morocco_specific_rate,morocco_other_rate,australia_indicator,australia_rate_type_code,australia_ad_val_rate,australia_specific_rate,australia_other_rate,bahrain_indicator,bahrain_rate_type_code,bahrain_ad_val_rate,bahrain_specific_rate,bahrain_other_rate,dr_cafta_indicator,dr_cafta_rate_type_code,dr_cafta_ad_val_rate,dr_cafta_specific_rate,dr_cafta_other_rate,dr_cafta_plus_indicator,dr_cafta_plus_rate_type_code,dr_cafta_plus_ad_val_rate,dr_cafta_plus_specific_rate,dr_cafta_plus_other_rate,oman_indicator,oman_rate_type_code,oman_ad_val_rate,oman_specific_rate,oman_other_rate,peru_indicator,peru_rate_type_code,peru_ad_val_rate,peru_specific_rate,peru_other_rate,pharmaceutical_ind,dyes_indicator,col2_text_rate,col2_rate_type_code,col2_ad_val_rate,col2_specific_rate,col2_other_rate,begin_effect_date,end_effective_date,footnote_comment,additional_duty,korea_indicator,korea_rate_type_code,korea_ad_val_rate,korea_specific_rate,korea_other_rate,colombia_indicator,colombia_rate_type_code,colombia_ad_val_rate,colombia_specific_rate,colombia_other_rate,panama_indicator,panama_rate_type_code,panama_ad_val_rate,panama_specific_rate,panama_other_rate,nepal_indicator,japan_indicator,japan_rate_type_code,japan_ad_val_rate,japan_specific_rate,japan_other_rate,usmca_indicator,usmca_rate_type_code,usmca_ad_val_rate,usmca_specific_rate,usmca_other_rate
01012100,Live purebred breeding horses,NO,,B,Free,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free,0,0,0,0,2/3/2012,12/31/2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01012900,Live horses other than purebred breeding horses,NO,,B,Free,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20%,7,0.2,0,0,2/3/2012,12/31/2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01013000,Live asses,NO,,B,6.80%,7,,0.068,0,0,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",,A+,,,,CA,MX,0,0,0,E,0,0,D,,,,,IL,,,,,JO,0,0,0,0,SG,0,0,0,0,CL,0,0,0,0,MA,0,0,0,0,AU,0,0,0,0,BH,0,0,0,0,P,0,0,0,0,,,,,,OM,0,0,0,0,PE,0,0,0,0,,,15%,7,0.15,0,0,7/1/2020,12/31/2050,,,KR,0,0,0,0,CO,0,0,0,0,PA,0,0,0,0,,,,,,,S,0,0,0,0
01019030,Mules and hinnies imported for immediate slaughter,NO,,B,Free,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free,0,0,0,0,1/1/2012,12/31/2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01019040,Mules and hinnies not imported for immediate slaughter,NO,,B,4.50%,7,,0.045,0,0,"Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)",,A+,,,,CA,MX,0,0,0,E,0,0,D,,,,,IL,,,,,JO,0,0,0,0,SG,0,0,0,0,CL,0,0,0,0,MA,0,0,0,0,AU,0,0,0,0,BH,0,0,0,0,P,0,0,0,0,,,,,,OM,0,0,0,0,PE,0,0,0,0,,,20%,7,0.2,0,0,7/1/2020,12/31/2050,,,KR,0,0,0,0,CO,0,0,0,0,PA,0,0,0,0,,,,,,,S,0,0,0,0
01022100,Live purebred breeding cattle,NO,,B,Free,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free,0,0,0,0,2/3/2012,12/31/2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01022920,Cows imported specially for dairy purposes,NO,KG,B,Free,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6 cents/kg,2,0,0.066,0,2/3/2012,12/31/2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01022940,Live cattle other than purebred or those imported for dairy purposes,NO,KG,B,1 cents/kg,2,,0,0.01,0,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",,A+,,,,CA,MX,0,0,0,E,0,0,D,,,,,IL,,,,,JO,0,0,0,0,SG,0,0,0,0,CL,0,0,0,0,MA,0,0,0,0,AU,0,0,0,0,BH,0,0,0,0,P,0,0,0,0,,,,,,OM,0,0,0,0,PE,0,0,0,0,,,5.5 cents/kg,2,0,0.055,0,1/1/2021,12/31/2050,,,KR,0,0,0,0,CO,0,0,0,0,PA,0,0,0,0,,,,,,,S,0,0,0,0
01023100,Live purebred breeding buffalo,NO,,B,Free,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free,0,0,0,0,2/3/2012,12/31/2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01023900,"Live buffalo, other than purebred breeding animals",NO,KG,B,1 cents/kg,2,,0,0.01,0,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",,A+,,,,CA,MX,0,0,0,E,0,0,D,,,,,IL,,,,,JO,0,0,0,0,SG,0,0,0,0,CL,0,0,0,0,MA,0,0,0,0,AU,0,0,0,0,BH,0,0,0,0,P,0,0,0,0,,,,,,OM,0,0,0,0,PE,0,0,0,0,,,5.5 cents/kg,2,0,0.055,0,1/1/2021,12/31/2050,,,KR,0,0,0,0,CO,0,0,0,0,PA,0,0,0,0,,,,,,,S,0,0,0,0
01029000,"Live bovine animals, other than cattle and buffalo",NO,KG,B,1 cents/kg,2,,0,0.01,0,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",,A+,,,,CA,MX,0,0,0,E,0,0,D,,,,,IL,,,,,JO,0,0,0,0,SG,0,0,0,0,CL,0,0,0,0,MA,0,0,0,0,AU,0,0,0,0,BH,0,0,0,0,P,0,0,0,0,,,,,,OM,0,0,0,0,PE,0,0,0,0,,,5.5 cents/kg,2,0,0.055,0,1/1/2021,12/31/2050,,,KR,0,0,0,0,CO,0,0,0,0,PA,0,0,0,0,,,,,,,S,0,0,0,0
01031000,Live purebred breeding swine,NO,,B,Free,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free,0,0,0,0,9/3/1995,12/31/2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01039100,"Live swine, other than purebred breeding swine, weighing less than 50 kg each",NO,KG,B,Free,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4 cents/kg,2,0,0.044,0,9/3/1995,12/31/2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01039200,"Live swine, other than purebred breeding swine, weighing 50 kg or more",NO,KG,B,Free,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4 cents/kg,2,0,0.044,0,9/3/1995,12/31/2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01041000,Live sheep,NO,KG,B,Free,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$3/head,1,0,3,0,6/1/1996,12/31/2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01042000,Live goats,NO,,B,68 cents/head,1,,0,0.68,0,"Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA, PE,S,SG)",,A+,,,,CA,MX,0,0,0,E,0,0,D,,,,,IL,,,,,JO,0,0,0,0,SG,0,0,0,0,CL,0,0,0,0,MA,0,0,0,0,AU,0,0,0,0,BH,0,0,0,0,P,0,0,0,0,,,,,,OM,0,0,0,0,PE,0,0,0,0,,,$3/head,1,0,3,0,7/1/2020,12/31/2050,,,KR,0,0,0,0,CO,0,0,0,0,PA,0,0,0,0,,,,,,,S,0,0,0,0
01051100,Live chickens weighing not over 185 g each,NO,,B,0.9 cents each,1,,0,0.009,0,"Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR, MA,OM, P,PA,PE,S,SG)",,A+,,,,CA,MX,0,0,0,E,0,0,D,,,,,IL,,,,,JO,0,0,0,0,SG,0,0,0,0,CL,0,0,0,0,MA,0,0,0,0,AU,0,0,0,0,BH,0,0,0,0,P,0,0,0,0,,,,,,OM,0,0,0,0,PE,0,0,0,0,,,4 cents each,1,0,0.04,0,7/1/2020,12/31/2050,,,KR,0,0,0,0,CO,0,0,0,0,PA,0,0,0,0,,,,,,,S,0,0,0,0
01051200,Live turkeys weighing not more than over 185 g each,NO,,B,0.9 cents each,1,,0,0.009,0,"Free (A+,AU,BH, CL,CO,D,E, IL,JO,KR,MA,OM,P,PA, PE,S,SG)",,A+,,,,CA,MX,0,0,0,E,0,0,D,,,,,IL,,,,,JO,0,0,0,0,SG,0,0,0,0,CL,0,0,0,0,MA,0,0,0,0,AU,0,0,0,0,BH,0,0,0,0,P,0,0,0,0,,,,,,OM,0,0,0,0,PE,0,0,0,0,,,4 cents each,1,0,0.04,0,7/1/2020,12/31/2050,,,KR,0,0,0,0,CO,0,0,0,0,PA,0,0,0,0,,,,,,,S,0,0,0,0
01051300,"Live ducks, weighing not more than 185 g each",NO,,B,0.9 cents each,1,,0,0.009,0,"Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)",,A+,,,,CA,MX,0,0,0,E,0,0,D,,,,,IL,,,,,JO,0,0,0,0,SG,0,0,0,0,CL,0,0,0,0,MA,0,0,0,0,AU,0,0,0,0,BH,0,0,0,0,P,0,0,0,0,,,,,,OM,0,0,0,0,PE,0,0,0,0,,,4 cents each,1,0,0.04,0,7/1/2020,12/31/2050,,,KR,0,0,0,0,CO,0,0,0,0,PA,0,0,0,0,,,,,,,S,0,0,0,0
01051400,"Live geese, weighing not more than 185 g each",NO,,B,0.9 cents each,1,,0,0.009,0,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA, OM,P,PA,PE,S,SG)",,A+,,,,CA,MX,0,0,0,E,0,0,D,,,,,IL,,,,,JO,0,0,0,0,SG,0,0,0,0,CL,0,0,0,0,MA,0,0,0,0,AU,0,0,0,0,BH,0,0,0,0,P,0,0,0,0,,,,,,OM,0,0,0,0,PE,0,0,0,0,,,4 cents each,1,0,0.04,0,7/1/2020,12/31/2050,,,KR,0,0,0,0,CO,0,0,0,0,PA,0,0,0,0,,,,,,,S,0,0,0,0
01051500,"Live guinea fowls, weighing not more than 185 g each",NO,,B,0.9 cents each,1,,0,0.009,0,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA, OM,P,PA,PE,S,SG)",,A+,,,,CA,MX,0,0,0,E,0,0,D,,,,,IL,,,,,JO,0,0,0,0,SG,0,0,0,0,CL,0,0,0,0,MA,0,0,0,0,AU,0,0,0,0,BH,0,0,0,0,P,0,0,0,0,,,,,,OM,0,0,0,0,PE,0,0,0,0,,,4 cents each,1,0,0.04,0,7/1/2020,12/31/2050,,,KR,0,0,0,0,CO,0,0,0,0,PA,0,0,0,0,,,,,,,S,0,0,0,0
01059400,Live Poultry;Chickens,NO,KG,B,2 cents/kg,2,,0,0.02,0,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA, OM,P,PA,PE,S,SG)",,A+,,,,CA,MX,0,0,0,E,0,0,D,,,,,IL,,,,,JO,0,0,0,0,SG,0,0,0,0,CL,0,0,0,0,MA,0,0,0,0,AU,0,0,0,0,BH,0,0,0,0,P,0,0,0,0,,,,,,OM,0,0,0,0,PE,0,0,0,0,,,17.6 cents/kg,2,0,0.176,0,7/1/2020,12/31/2050,,,KR,0,0,0,0,CO,0,0,0,0,PA,0,0,0,0,,,,,,,S,0,0,0,0
01059900,"Live ducks, geese, turkeys and guineas, weighing over 185 g each",NO,KG,B,2 cents/kg,2,,0,0.02,0,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA, OM,P,PA,PE,S,SG)",,A+,,,,CA,MX,0,0,0,E,0,0,D,,,,,IL,,,,,JO,0,0,0,0,SG,0,0,0,0,CL,0,0,0,0,MA,0,0,0,0,AU,0,0,0,0,BH,0,0,0,0,P,0,0,0,0,,,,,,OM,0,0,0,0,PE,0,0,0,0,,,17.6 cents/kg,2,0,0.176,0,7/1/2020,12/31/2050,,,KR,0,0,0,0,CO,0,0,0,0,PA,0,0,0,0,,,,,,,S,0,0,0,0
01061100,Live primates,NO,,B,Free,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15%,7,0.15,0,0,1/10/2002,12/31/2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01061201,"Live whales, dolphins and porpoises; manatees and dugongs, seals, sea lions, and walruses",NO,,B,Free,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15%,7,0.15,0,0,2/3/2012,12/31/2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01061300,Live camels and other camelids (Camelidae),NO,,B,Free,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15%,7,0.15,0,0,2/3/2012,12/31/2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01061400,Live rabbits and hares,NO,,B,Free,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15%,7,0.15,0,0,2/3/2012,12/31/2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01061930,Live foxes,NO,,B,4.80%,7,,0.048,0,0,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA, OM,P,PA,PE,S,SG)",,A+,,,,CA,MX,0,0,0,E,0,0,D,,,,,IL,,,,,JO,0,0,0,0,SG,0,0,0,0,CL,0,0,0,0,MA,0,0,0,0,AU,0,0,0,0,BH,0,0,0,0,P,0,0,0,0,,,,,,OM,0,0,0,0,PE,0,0,0,0,,,15%,7,0.15,0,0,7/1/2020,12/31/2050,,,KR,0,0,0,0,CO,0,0,0,0,PA,0,0,0,0,,,,,,,S,0,0,0,0
01061991,"Live mammals, not elsewhere specified or included",NO,,B,Free,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15%,7,0.15,0,0,2/3/2012,12/31/2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01062000,Live reptiles (including snakes and turtles),NO,,B,Free,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15%,7,0.15,0,0,1/10/2002,12/31/2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01063100,Live birds of prey,NO,,B,1.80%,7,,0.018,0,0,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",,A,,,,CA,MX,0,0,0,E,0,0,D,,,,,IL,,,,,JO,0,0,0,0,SG,0,0,0,0,CL,0,0,0,0,MA,0,0,0,0,AU,0,0,0,0,BH,0,0,0,0,P,0,0,0,0,,,,,,OM,0,0,0,0,PE,0,0,0,0,,,20%,7,0.2,0,0,7/1/2020,12/31/2050,,,KR,0,0,0,0,CO,0,0,0,0,PA,0,0,0,0,,,,,,,S,0,0,0,0
01063200,"Live psittaciforme birds (including parrots, parakeets, macaws and cockatoos)",NO,,B,1.80%,7,,0.018,0,0,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",,A,,,,CA,MX,0,0,0,E,0,0,D,,,,,IL,,,,,JO,0,0,0,0,SG,0,0,0,0,CL,0,0,0,0,MA,0,0,0,0,AU,0,0,0,0,BH,0,0,0,0,P,0,0,0,0,,,,,,OM,0,0,0,0,PE,0,0,0,0,,,20%,7,0.2,0,0,7/1/2020,12/31/2050,,,KR,0,0,0,0,CO,0,0,0,0,PA,0,0,0,0,,,,,,,S,0,0,0,0
01063300,Ostriches; emus,NO,,B,1.80%,7,,0.018,0,0,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",,A,,,,CA,MX,0,0,0,E,0,0,D,,,,,IL,,,,,JO,0,0,0,0,SG,0,0,0,0,CL,0,0,0,0,MA,0,0,0,0,AU,0,0,0,0,BH,0,0,0,0,P,0,0,0,0,,,,,,OM,0,0,0,0,PE,0,0,0,0,,,20%,7,0.2,0,0,7/1/2020,12/31/2050,,,KR,0,0,0,0,CO,0,0,0,0,PA,0,0,0,0,,,,,,,S,0,0,0,0
01063901,"Live birds, other than poultry, birds of prey or psittaciforme birds",NO,,B,1.80%,7,,0.018,0,0,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",,A,,,,CA,MX,0,0,0,E,0,0,D,,,,,IL,,,,,JO,0,0,0,0,SG,0,0,0,0,CL,0,0,0,0,MA,0,0,0,0,AU,0,0,0,0,BH,0,0,0,0,P,0,0,0,0,,,,,,OM,0,0,0,0,PE,0,0,0,0,,,20%,7,0.2,0,0,7/1/2020,12/31/2050,,,KR,0,0,0,0,CO,0,0,0,0,PA,0,0,0,0,,,,,,,S,0,0,0,0
01064100,Bees,KG,,B,Free,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15%,7,0.15,0,0,2/3/2012,12/31/2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01064900,Live insects other than bees,KG,,B,Free,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15%,7,0.15,0,0,2/3/2012,12/31/2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01069001,"Live animals other than mammals, reptiles, insects, and birds",KG,,B,Free,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15%,7,0.15,0,0,2/3/2012,12/31/2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02011005,"Bovine carcasses and halves, fresh or chld., descr. in gen. note 15 of the HTS",KG,,B,4.4 cents/kg,1,,0,0.044,0,"Free (A+,AU,BH,CL,CO,D,E*, IL,JO,KR,MA,OM,P,PA,PE,S, SG)",,A+,,,,CA,MX,0,0,0,E*,0,0,D,,,,,IL,,,,,JO,0,0,0,0,SG,0,0,0,0,CL,0,0,0,0,MA,0,0,0,0,AU,0,0,0,0,BH,0,0,0,0,P,0,0,0,0,,,,,,OM,0,0,0,0,PE,0,0,0,0,,,13.2 cents/kg,1,0,0.132,0,7/1/2020,12/31/2050,,,KR,0,0,0,0,CO,0,0,0,0,PA,0,0,0,0,,,,,,,S,0,0,0,0
02011010,"Bovine carcasses and halves, fresh or chld., descr. in add. US note 3 to Ch. 2",KG,,B,4.4 cents/kg,1,,0,0.044,0,"Free (A+,AU,BH,CL,CO,D,E*,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",,A+,,,,CA,MX,0,0,0,E*,0,0,D,,,,,IL,,,,,JO,0,0,0,0,SG,0,0,0,0,CL,0,0,0,0,MA,0,0,0,0,AU,0,0,0,0,BH,0,0,0,0,P,0,0,0,0,,,,,,OM,0,0,0,0,PE,0,0,0,0,,,13.2 cents/kg,1,0,0.132,0,7/1/2020,12/31/2050,,,KR,0,0,0,0,CO,0,0,0,0,PA,0,0,0,0,,,,,,,S,0,0,0,0
02011050,"Bovine carcasses and halves, fresh or chld., other than descr. in gen. note 15 or add. US note 3 to Ch. 2",KG,,B,26.40%,7,,0.264,0,0,"Free (BH, CL, CO, JO, KR, MA, OM, P, PE, S, SG) See 9822.04.01-9822.04.03 (AU) See 9919.02.01-9919.02.02 (PA)",,,,,,CA,MX,0,0,0,,,,,,,,,,,,,,JO,0,0,0,0,SG,0,0,0,0,CL,0,0,0,0,MA,0,0,0,0,AU,9,9999.99,9999.99,9999.99,BH,0,0,0,0,P,0,0,0,0,,,,,,OM,0,0,0,0,PE,0,0,0,0,,,31.10%,7,0.311,0,0,1/1/2024,12/31/2050,,,KR,0,0,0,0,CO,0,0,0,0,PA,9,9999.99,9999.99,9999.99,,,,,,,S,0,0,0,0
02012002,"High-qual. beef cuts w/bone in, processed, fresh or chld., descr in gen. note 15 of the HTS",KG,,B,4%,7,,0.04,0,0,"Free (A+,AU,BH,CL,CO,D,E*, IL,JO,KR,MA,OM,P,PA,PE,S, SG)",,A+,,,,CA,MX,0,0,0,E*,0,0,D,,,,,IL,,,,,JO,0,0,0,0,SG,0,0,0,0,CL,0,0,0,0,MA,0,0,0,0,AU,0,0,0,0,BH,0,0,0,0,P,0,0,0,0,,,,,,OM,0,0,0,0,PE,0,0,0,0,,,20%,7,0.2,0,0,7/1/2020,12/31/2050,,,KR,0,0,0,0,CO,0,0,0,0,PA,0,0,0,0,,,,,,,S,0,0,0,0
02012004,"Bovine meat cuts (except high-qual. beef cuts), w/bone in, processed, fresh or chld., descr in gen. note 15 of the HTS",KG,,B,10%,7,,0.1,0,0,"Free (A+,AU,BH,CL,CO,D,E*,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",,A+,,,,CA,MX,0,0,0,E*,0,0,D,,,,,IL,,,,,JO,0,0,0,0,SG,0,0,0,0,CL,0,0,0,0,MA,0,0,0,0,AU,0,0,0,0,BH,0,0,0,0,P,0,0,0,0,,,,,,OM,0,0,0,0,PE,0,0,0,0,,,20%,7,0.2,0,0,7/1/2020,12/31/2050,,,KR,0,0,0,0,CO,0,0,0,0,PA,0,0,0,0,,,,,,,S,0,0,0,0
02012006,"Bovine meat cuts, w/bone in, not processed, fresh or chld., descr in gen. note 15 of the HTS",KG,,B,4.4 cents/kg,1,,0,0.044,0,"Free (A+,AU,BH,CL,CO,D,E*, IL,JO,KR,MA,OM,P,PA, PE,S,SG)",,A+,,,,CA,MX,0,0,0,E*,0,0,D,,,,,IL,,,,,JO,0,0,0,0,SG,0,0,0,0,CL,0,0,0,0,MA,0,0,0,0,AU,0,0,0,0,BH,0,0,0,0,P,0,0,0,0,,,,,,OM,0,0,0,0,PE,0,0,0,0,,,13.2 cents/kg,1,0,0.132,0,7/1/2020,12/31/2050,,,KR,0,0,0,0,CO,0,0,0,0,PA,0,0,0,0,,,,,,,S,0,0,0,0
02012010,"High-qual. beef cuts, w/bone in, processed, fresh or chld., descr in add. US note 3 to Ch. 2",KG,,B,4%,7,,0.04,0,0,"Free (A+,AU,BH,CL,CO,D,E*,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",,A+,,,,CA,MX,0,0,0,E*,0,0,D,,,,,IL,,,,,JO,0,0,0,0,SG,0,0,0,0,CL,0,0,0,0,MA,0,0,0,0,AU,0,0,0,0,BH,0,0,0,0,P,0,0,0,0,,,,,,OM,0,0,0,0,PE,0,0,0,0,,,20%,7,0.2,0,0,7/1/2020,12/31/2050,,,KR,0,0,0,0,CO,0,0,0,0,PA,0,0,0,0,,,,,,,S,0,0,0,0
02012030,"Bovine meat cuts (except high-qual. beef cuts), w/bone in, processed, fresh or chld., descr in add. US note 3 to Ch. 2",KG,,B,10%,7,,0.1,0,0,"Free (A+,AU,BH,CL,CO,D,E*,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",,A+,,,,CA,MX,0,0,0,E*,0,0,D,,,,,IL,,,,,JO,0,0,0,0,SG,0,0,0,0,CL,0,0,0,0,MA,0,0,0,0,AU,0,0,0,0,BH,0,0,0,0,P,0,0,0,0,,,,,,OM,0,0,0,0,PE,0,0,0,0,,,20%,7,0.2,0,0,7/1/2020,12/31/2050,,,KR,0,0,0,0,CO,0,0,0,0,PA,0,0,0,0,,,,,,,S,0,0,0,0
02012050,"Bovine meat cuts, w/bone in, not processed, fresh or chld., descr in add. US note 3 to Ch. 2",KG,,B,4.4 cents/kg,1,,0,0.044,0,"Free (A+,AU,BH,CL,CO,D,E*,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",,A+,,,,CA,MX,0,0,0,E*,0,0,D,,,,,IL,,,,,JO,0,0,0,0,SG,0,0,0,0,CL,0,0,0,0,MA,0,0,0,0,AU,0,0,0,0,BH,0,0,0,0,P,0,0,0,0,,,,,,OM,0,0,0,0,PE,0,0,0,0,,,13.2 cents/kg,1,0,0.132,0,7/1/2020,12/31/2050,,,KR,0,0,0,0,CO,0,0,0,0,PA,0,0,0,0,,,,,,,S,0,0,0,0
02012080,"Bovine meat cuts, w/bone in, fresh or chld., not descr in gen. note 15 or add. US note 3 to Ch. 2",KG,,B,26.40%,7,,0.264,0,0,"Free (BH, CL, CO, JO, KR, MA, OM, P, PE, S, SG) See 9822.04.01-9822.04.03 (AU) See 9919.02.01-9919.02.02 (PA)",,,,,,CA,MX,0,0,0,,,,,,,,,,,,,,JO,0,0,0,0,SG,0,0,0,0,CL,0,0,0,0,MA,0,0,0,0,AU,9,9999.99,9999.99,9999.99,BH,0,0,0,0,P,0,0,0,0,,,,,,OM,0,0,0,0,PE,0,0,0,0,,,31.10%,7,0.311,0,0,1/1/2024,12/31/2050,,,KR,0,0,0,0,CO,0,0,0,0,PA,9,9999.99,9999.99,9999.99,,,,,,,S,0,0,0,0
